tweet_id,timestamp,text
5098530238,2009-10-23 00:00:00 +0000,Qual a família mais importante de serpentes? R: Os VIPerídeos. #PN_Biologia
5113609325,2009-10-24 00:00:00 +0000,ATENÇÃO NERDS CRIATIVOS: Mande uma Piada Nerd inventada por você que nós retuitamos!!! #FamaFortunaeFollowers
5123991131,2009-10-24 00:00:00 +0000,O que fazer quando se tem problema de Vista? R: Voltar pro XP. #PN_Informática
5146788232,2009-10-25 00:00:00 +0000,Por que o Hitler se suicidou? R: Porque recebeu a conta do gás. #PN_História
5146794894,2009-10-25 00:00:00 +0000,Por que o estatístico foi convidado pra SP Fashion Week? Porque entende tudo de Média Mediana e MODA! #PN_Matemática (via @Luiz_Im)
5174657332,2009-10-26 00:00:00 +0000,O que é Cl-Cl-Cl-Cl-Cl-Cl? R: Cloro-fila. #PN_Química
5202384397,2009-10-27 00:00:00 +0000,Por que o atrito foi no psiquiatra? R: Porque ele é sempre desprezado. #PN_Física
5216103276,2009-10-28 00:00:00 +0000,"RT @LucasFarbo Quem é o fundador do Jornal Estado de SP? Luiz XIV pois ele q disse ""o Estado sou eu"" - #PN_História"
5232065318,2009-10-28 00:00:00 +0000,O que é pior do que um raio cair na sua cabeça? R: Cair um Diâmetro. #PN_Matemática
5260641290,2009-10-29 00:00:00 +0000,"RT @vm_cp Uma esponja, uma medusa e uma tênia estão brigando. Qual o nome do filme? A guerra dos 100 anos - #PN_Biologia"
5289113972,2009-10-30 00:00:00 +0000,"Quantos físicos relativistas são necessários para trocar uma lâmpada?R:Dois, um segura a lâmpada enquanto o outro gira o universo.#PN_Física"
5315141812,2009-10-31 00:00:00 +0000,Quantos marxistas são necessários para trocar uma lâmpada? R: Nenhum. A lâmpada contém as sementes de sua própria revolução. #PN_História
5319107406,2009-10-31 00:00:00 +0000,"Criou uma Piada Nerd? Mande pra gente! Além de ser retuitado, você entrará pra seleta e exclusiva lista @PiadasNerds/criadores-de-piadas ;-)"
5338810382,2009-11-01 00:00:00 +0000,"RT @ivanbaroni Por que o estatístico batizou apenas um dos seus filhos gêmeos? Porque resolveu manter o outro pra ""controle"". #PN_Matemática"
5364674579,2009-11-02 00:00:00 +0000,Sabe qual é a doença do niilismo? R: TendiNietzsche. #PN_Literatura
5393095675,2009-11-03 00:00:00 +0000,"Quem Castro Alves? Machado de Assis. Com o quê? Camões...Mas essa piada nao eh minha, Eça de Queiroz. #PN_Literatura"
5421849121,2009-11-04 00:00:00 +0000,"Qual o sujeito da frase ""Proibido Estacionar""? R: Sujeito a Guincho. #PN_Português"
5451170591,2009-11-05 00:00:00 +0000,Como se fala chuva em alemão? R: Gotaskäem. #PN_Línguas
5480255723,2009-11-06 00:00:00 +0000,Você acha um elétron e leva ele pra casa. Qual o nome dele? R: Eletrondoméstico #PN_Química
5507501922,2009-11-07 00:00:00 +0000,"O que é uma forma geométrica de volume ""2πr.h"" na Rússia em 1917? R: É um Cilindro de Revolução. #PN_Matemática #PN_História (Via @Luiz_Im)"
5533156710,2009-11-08 00:00:00 +0000,O que um professor de biologia careca disse pra outro careca? R: LISOSSOMOS #PN_Biologia
5560352707,2009-11-09 00:00:00 +0000,O que a bolacha de água e sal era antes? R: Bolacha de ácido e base. #PN_Química
5590415771,2009-11-10 00:00:00 +0000,Como se fala topless em chines? Xen shun tian. #PN_Línguas
5620501567,2009-11-11 00:00:00 +0000,O que uma impressora falou pra outra? R: Essa folha no chão é sua ou é impressão minha? #PN_Informática
5650824146,2009-11-12 00:00:00 +0000,"RT @vm_cp O que a velocidade da energia cinética falou para o raio da lei de kepler? R: Ado a-ado, cada um no seu quadrado. #PN_Física"
5681372049,2009-11-13 00:00:00 +0000,Por que as estrelas não fazem miau? R: Porque Astro no mia. #PN_Física
5710350109,2009-11-14 00:00:00 +0000,O que são dois pontos pretos no microscópio? R: Uma BLACKtéria e um PRETOzoário. #PN_Biologia
5737655997,2009-11-15 00:00:00 +0000,Como se faz para desmaiar um vetor? R: Apaga a pontinha que ele fica desorientado. #PN_Matemática
5766809790,2009-11-16 00:00:00 +0000,Por que o urso branco se dissolveu quando caiu na água? R: Porque ele era POLAR. #PN_Química
5797545668,2009-11-17 00:00:00 +0000,"O que é um urso polar? É um urso retangular, depois de uma troca de coordenadas. #PN_Matemática"
5803268444,2009-11-17 00:00:00 +0000,Ouviu alguma boa Piada Nerd? Mande pra gente e seja retuitado!
5828120795,2009-11-18 00:00:00 +0000,O que é XIITA? É a macaca do TAARZAN. #PN_História
5848807432,2009-11-19 00:00:00 +0000,O que é Hidrografia? R: É a escrita dos peixes. (Via @LucasFarbo)
5859386951,2009-11-19 00:00:00 +0000,Por que o átomo tentou animar o elétron? Porque ele estava muito negativo. #PN_Química
5891128103,2009-11-20 00:00:00 +0000,Qual a função do esqueleto? R: Conquistar o castelo de Greyskull. #PN_Biologia (ou quase)
5920098969,2009-11-21 00:00:00 +0000,Pra qual santo você reza quando esquece a senha? R: São Login. #PN_Informática
5947281494,2009-11-22 00:00:00 +0000,Qual o melhor remédio pra dor de cabeça constante? A derivada. #PN_matemática (via @Rodrigo_Aragao)
5978293784,2009-11-23 00:00:00 +0000,Qual a fórmula química da Água Benta? R: H²Oly #PN_Química
6009854253,2009-11-24 00:00:00 +0000,O que é H²O51? R: Aguardente #PN_Química
6051588002,2009-11-25 00:00:00 +0000,Qual é a mulher mais elétrica que existe? Carla Amperez #PN_Física
6083223099,2009-11-26 00:00:00 +0000,O que fazer pra PIORAR? R: Levar o π pra igreja. #PN_Matemática
6113733715,2009-11-27 00:00:00 +0000,Como os EUA fazem para neutralizar uma BASE Afegã? R: Jogam ÁCIDO Afegão! #PN_Química
6142652075,2009-11-28 00:00:00 +0000,Qual a diferença entre um traficante e um microprocessador? O traficante não decodifica (ele só busca e executa). #PN_Informática
6149327029,2009-11-28 00:00:00 +0000,O que é H²O24? R: Água FRESCA. #PN_Química (via @gustavora)
6171415938,2009-11-29 00:00:00 +0000,"O que é ""Halogênio""? R: Um comprimento que se faz a alguém muito inteligente. #PN_Química"
6184288508,2009-11-29 00:00:00 +0000,RT @ShinseiKoiti: @PiadasNerds Halogênio é o cara que é muito bom em Halo 3 #comoPiorarPiadaRuim
6203408631,2009-11-30 00:00:00 +0000,Qual é o ácido mais engraçado de todos? R: Ácido crômico. #PN_Química
6237087986,2009-12-01 00:00:00 +0000,Qual a principal diferença entre Biologia e Matemática? É que na Biologia DIVISÃO e MULTIPLICAÇÃO são sinônimos. #PN_Biologia
6248648254,2009-12-01 00:00:00 +0000,Como se chama uma lésbica inteligente? R: homogênea. (Via @biagrint)
6271330577,2009-12-02 00:00:00 +0000,Sabe por que naum se discute com um nº complexo? Porque ele sempre terá argumento. #PN_Matemática
6306868573,2009-12-03 00:00:00 +0000,Se você não faz parte da solução... então deve fazer parte do precipitado. #PN_Química
6315603070,2009-12-03 00:00:00 +0000,"Um cara pergunta pro amigo: Vai fazer #ENEM esse fim de semana? Amigo: Não, eu vou usar AMISINHA. #PN_ENEM"
6339036588,2009-12-04 00:00:00 +0000,Buraco negro é um tunel no fim da luz. #PN_Física
6351644633,2009-12-04 00:00:00 +0000,"Boa sorte e BOA PROVA amanhã! Lembrem-se: usem roupas leves e bebam líquidos (até porque se beberem sólidos, poderão engasgar). #ENEM"
6370896745,2009-12-05 00:00:00 +0000,Nunca discuta com uma P.A. nem com uma P.G. Elas sempre têm razão. #PN_Matemática
6401265318,2009-12-06 00:00:00 +0000,O que é um ponto marrom no pulmão? R: Uma brownquite. #PN_Biologia
6415853762,2009-12-07 00:00:00 +0000,Por que a manteiga é derivada do leite? Porque o leite é integral. #PN_Matemática (Via @rafaelcomph)
6432621620,2009-12-07 00:00:00 +0000,Por que tomar água no meio da aula prejudica o aprendizado? Porque ela diminui a concentração. #PN_Química
6465458941,2009-12-08 00:00:00 +0000,"O que faz um estudante de Cálculo religioso? Integra tudo na mão de Deus, pois é Dele que tudo deriva e o céu não tem limite #PN_Matemática"
6498434505,2009-12-09 00:00:00 +0000,"Como se diz 99 em chinês? R: ""Kwa-Ji-Chem"" #PN_Línguas"
6533443490,2009-12-10 00:00:00 +0000,Por que não se pode comer um elétron? Porque tem spin. #PN_Química
6568665819,2009-12-11 00:00:00 +0000,Por que Perón não teve filhos? Porque sua mulher Evita! #PN_História (Via @brolesi)
6600688010,2009-12-12 00:00:00 +0000,"Por que que Heisenberg nunca teve filhos? R: Porque quando ele acertava o momento, errava a posição. #PN_Física"
6630491855,2009-12-13 00:00:00 +0000,O que um cromossomo falou pro outro? R: Cromossomos felizes! #PN_Biologia
6663658278,2009-12-14 00:00:00 +0000,"O menininho amedrontado vai ao psicólogo.""Eu vejo resistores!"" Psicólogo: Com que Frequência? Menino: 60 Hertz! #PN_Física"
6698112545,2009-12-15 00:00:00 +0000,"Na Festa das Funções o e^x estava isolado num canto. O sen(x) o chama: Ei, e^x, venha se integrar! E^x: Pra que? Dá na mesma. #PN_Matemática"
6732298873,2009-12-16 00:00:00 +0000,There was a man driving. Suddenly his car crashed and he lost all his left side. How is he now? - All right! #PN_Línguas
6765672678,2009-12-17 00:00:00 +0000,"O Físico Pinguço bebe porque é líquido. Se fosse sólido, ele comia. Se fosse gasoso, ele inalava. E se fosse plasma, ele estudava #PN_Física"
6798269369,2009-12-18 00:00:00 +0000,Qual é a especialidade de um técnico em informática evangélico? R: Converter arquivos. #PN_Informática.
6830638517,2009-12-19 00:00:00 +0000,Dois átomos conversam. - Cara! Perdi um elétron! - Tem certeza? - Positivo. #PN_Química
6861965620,2009-12-20 00:00:00 +0000,Pergunta numa prova final de Física: Defina o Universo e dê três exemplos. Justifique. #PN_Física
6868572900,2009-12-20 00:00:00 +0000,Prova final de ciencia politica: Ha um telefone vermelho em cima da carteira. Comece a terceira guerra mundial. (Via @tiagofassoni)
6895382274,2009-12-21 00:00:00 +0000,Como se diz cabelos sujos em chinês? R: Chin Chan Pu! #PN_Línguas
6931013936,2009-12-22 00:00:00 +0000,Por que não se deve falar alto no laboratório? R: Para não desconcentrar os reagentes. #PN_Química
6966505424,2009-12-23 00:00:00 +0000,Qual o doce favorito do átomo? R: O pé-de-molécula. #PN_Química
7001481969,2009-12-24 00:00:00 +0000,Por que Papai Noel não visita as crianças da Somália? R: Porque criança que não come direito não merece ver o Papai Noel. #PN_SocioPolítica
7009139003,2009-12-24 00:00:00 +0000,Por que não tem Globo Esporte na Somália? Porque só passa depois do almoço #PN_SocioPolítica (via @K_sa_)
7014450817,2009-12-24 00:00:00 +0000,"O Piadas Nerds deseja a todos um FELIZ DIA DO NASCIMENTO DE SIR ISAAC NEWTON!!! :-D   Ah, e Feliz Natal."
7033891524,2009-12-25 00:00:00 +0000,"E então Jesus disse: Irmãos, x² + 4x - 7. Mateus, envergonhado, diz: Senhor, não entendi... Pedro explica: Mateus, é só mais uma parábola!"
7064285769,2009-12-26 00:00:00 +0000,"Jesus reprovou em matemática quando apresentaram o problema: Você tem 2 pães e 3 peixes, quantos alimentos tem no total? #PN_Matemática"
7091813195,2009-12-27 00:00:00 +0000,"O Metil e o Metano foram pular de paraquedas. Quem pulou primeiro? R: O Metil, porque ele é radical! #PN_Química"
7124693049,2009-12-28 00:00:00 +0000,"O técnico foi formatar o PC do Arnold Schwarzenegger e perguntou: Instala o XP? Arnold responde:""INSTALA VISTA, BABY"" #PN_Informática"
7161172352,2009-12-29 00:00:00 +0000,Qual é o rio mais azedo do mundo? R: Rio Solimões. #PN_Geografia
7197927810,2009-12-30 00:00:00 +0000,Qual é o rio mais boêmio que existe? R: Rio AMA ZONAS!#PN_Geografia (Via @gustavoboese)
7236113502,2009-12-31 00:00:00 +0000,FELIZ 2010!!! E lembrem-se: Uma boa resolução de ano novo tem que ter pelo menos 300dpi. #PN_Informática
7270769153,2010-01-01 00:00:00 +0000,"Neto: Vô, vou desistir de engenharia, pois acho que não vou me formar nunca! Avô: Tudo bem, mas eu vou continuar tentando."
7301222289,2010-01-02 00:00:00 +0000,Scarlet entrou em sites suspeitos e perdeu todo o HD. Qual o nome do filme? R: E o Vírus Levou.
7333902370,2010-01-03 00:00:00 +0000,Um Serial Killer mata suas vítimas sufocando-as na areia. Qual o nome do filme? R: SILÍCIO dos Inocentes.
7369219034,2010-01-04 00:00:00 +0000,Um dirigível começa a vazar sem parar depois de sofrer um rasgo. Qual o nome do filme? R: HIDROGÊNIO Indomável.
7405495417,2010-01-05 00:00:00 +0000,Uma mulher resolver usar um metal de transição pra dar brilho aos seus mascotes. Qual o nome do filme? R: CROMO Cães e Gatos.
7443105623,2010-01-06 00:00:00 +0000,O que uma grávida matemática responde quando perguntam se é menino ou é menina? R: SIM! #PN_Matemática
7481137156,2010-01-07 00:00:00 +0000,Soldados robóticos movidos a bateria sobem o morro. Qual o nome do filme? R: Tropa de E-LÍTIO (Via @Luiz_Im)
7521034087,2010-01-08 00:00:00 +0000,Um grupo de formigas decide que vai viver apenas de pasta de dente. Qual o nome do filme? R: FLUORmiguinhaz. #PN_Química (Via @PolePourrat)
7558939722,2010-01-09 00:00:00 +0000,Os pais de um garotinho viajam pra Chernobyl e nunca mais voltam. Qual nome do filme? URÂNIO Em que Meus Pais Sairam de Férias (@IvanBaroni)
7594666703,2010-01-10 00:00:00 +0000,Qual a principal diferença entre o Batman e o Bill Gates? R: É que o Batman consegue derrotar o Pinguim. #PN_Informática
7631950107,2010-01-11 00:00:00 +0000,Um pesquisador quer estudar o centro de um radical livre. Qual o nome do filme? R: Central do BENZIL.
7671370874,2010-01-12 00:00:00 +0000,Satã ganha o segundo lugar nas olimpíadas. Qual o nome do filme? R: O Diabo Veste PRATA. (Via @Luiz_Im)
7710651114,2010-01-13 00:00:00 +0000,Como deixar um rato assustado e aliviado AO MESMO TEMPO? R: Bote-o do lado do Gato de Schrödinger. #PN_Física
7714236004,2010-01-13 00:00:00 +0000,Mais de 1000 nerds seguidores e não paramos de crescer!!! Te cuida @huckluciano...
7714391889,2010-01-13 00:00:00 +0000,É um Nerd criativo? Envie pra gente sua PIADA NERD e nos ajude a continuar postando uma inédita por dia!
7750305470,2010-01-14 00:00:00 +0000,Policiais atrapalhados são intoxicados por um elemento químico. Qual o nome do Filme? R: aCÁDMIO de Polícia.
7790121880,2010-01-15 00:00:00 +0000,Chicó e João Grilo vão trabalhar numa metalúrgica. Qual o nome do filme? R: COBALTO da Compadecida.
7828497457,2010-01-16 00:00:00 +0000,O que uma reta reversa disse para a outra? R: Você não está nos meus planos. #PN_Matemática
7866052618,2010-01-17 00:00:00 +0000,Um matemático fica hipnotizado pelo padrão repetitivo de uma figura. Qual o nome do filme? R: Atração FRACTAL.
7906589303,2010-01-18 00:00:00 +0000,O herói mascarado tem uma terrível equação de segundo grau para resolver. Qual o nome do filme? R: O Báskara do Zorro.
7948122564,2010-01-19 00:00:00 +0000,Qual é o verdadeiro nome gênio da lâmpada? R: Thomas Edison. #PN_Física
7988262586,2010-01-20 00:00:00 +0000,Uma rainha egípcia conhece um imperador romano radioativo. Qual o nome do filme? R: Júlio CÉSIO e Cleópatra.
8029867630,2010-01-21 00:00:00 +0000,Uma mulher encomenda um computador novo mas acaba recebendo uma versão DEMO. Qual o nome do filme? R: O PC de Rosemary
8072110882,2010-01-22 00:00:00 +0000,Por que as integrais brigam mais do que as derivadas? R: Porque elas são mais primitivas. #PN_Matemática
8112957850,2010-01-23 00:00:00 +0000,Neo precisa encontrar os auto-valores de uma matriz de uma vez por todas. Qual o nome do Filme? R: Matrix Resolutions (Via @IvanBaroni)
8151804536,2010-01-24 00:00:00 +0000,Passarinhos precisam construir um ninho metálico. Qual o nome do filme? R: Um ESTANHO no Ninho.
8194504404,2010-01-25 00:00:00 +0000,O que é criptografia? R: É a escrita do antigo povo de Kripton. #PN_História
8237962517,2010-01-26 00:00:00 +0000,Um químico mascarado precisa definir a sigla pra um elemento químico. Qual o nome do filme? R: V de Vanádio.
8281980514,2010-01-27 00:00:00 +0000,Murilo Benício interpreta um químico muito respeitado por toda a comunidade. Qual o nome do filme? R: O Homem do ÂNION.
8325549827,2010-01-28 00:00:00 +0000,"Tinham dois vetores, um assim ↑ e outro assim →. Um foi pro hospício e outro não. Por quê? R: Porque o outro era normal. #PN_Física"
8370717730,2010-01-29 00:00:00 +0000,"Um físico resolve se matar por enforcamento, qual o nome do filme? R: A Tração Fatal."
8413754377,2010-01-30 00:00:00 +0000,Qual o atleta português que está sempre nos pódios nas olimpíadas? R: Ramos de Oliveira #PN_História (Via @maurihirata)
8423173446,2010-01-30 00:00:00 +0000,Nova ofensa nerd: A sua mãe é tão gorda que usa um iPad como um iPhone. (Via @blackberrybr)
8454498301,2010-01-31 00:00:00 +0000,"Heisenberg estava dirigindo quando um guarda o manda parar: Sabe a que velocidade estava? - Não, mas eu sei onde estou! #PN_Física"
8480620795,2010-02-01 00:00:00 +0000,"Socorram-me, subi no ônibus em Marrocos - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8486098257,2010-02-01 00:00:00 +0000,"Anotaram a data da maratona - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8489330825,2010-02-01 00:00:00 +0000,"A semana toda lemos: só melado tá na mesa - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8491879205,2010-02-01 00:00:00 +0000,"Morram após a sopa marrom - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8494325019,2010-02-01 00:00:00 +0000,"Zé de Lima, Rua Laura, mil e dez - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8497481763,2010-02-01 00:00:00 +0000,"O pó de cocaína mata maníaco cedo, pô! - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8501431835,2010-02-01 00:00:00 +0000,"Ah, livre era papai noel, leon ia papar é ervilha - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8505641802,2010-02-01 00:00:00 +0000,"A droga do dote é todo da gorda - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8509676699,2010-02-01 00:00:00 +0000,"Cigar? Toss it in a can, it is so tragic! - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8513597918,2010-02-01 00:00:00 +0000,"E Leda, sacana, ia na casa dele - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8517755331,2010-02-01 00:00:00 +0000,"Só com o tio somávamos oito moços - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8560963785,2010-02-02 00:00:00 +0000,O que é um pontinho triste no sangue? R: Uma EMOglobina. #PN_Biologia
8523863713,2010-02-02 00:00:00 +0000,"E até o Papa poeta é - FELIZ ""DIA PALÍNDROMO"" (01/02/2010) #diapalindromo"
8590552601,2010-02-03 00:00:00 +0000,Sobre o que conversam um cinéfilo e um cinófilo? R: Filmes de cachorro. (Via @FloraBalieiro)
8635195519,2010-02-04 00:00:00 +0000,Qual é o contrário de Volátil? R: Vem cá sobrinho! #PN_Física
8680655266,2010-02-05 00:00:00 +0000,A necessidade é a mãe da invenção. Mas MacGyver é o PAI!
8724504615,2010-02-06 00:00:00 +0000,Pergunta: Como os bits decidem alguma coisa na sorte? Resposta: Jogando zerinho ou um. #PN_Informática
8766871529,2010-02-07 00:00:00 +0000,O que uma molécula disse para a outra ao se chocar com ela? R: Foi mol! #PN_Química
8812045928,2010-02-08 00:00:00 +0000,Comprovado: Pesquisas são as maiores causas de câncer em ratos.
8857616904,2010-02-09 00:00:00 +0000,Comprovado: O cigarro é a maior causa de estatísticas.
8920897990,2010-02-10 00:00:00 +0000,Como o matemático cerca todas as ovelhas do mundo? R: Faz um cercado em volta de si próprio e se define estando do lado de fora.
8921380714,2010-02-10 00:00:00 +0000,"Bons tempos em que, ""dourado"" na TV, era o C3PO. (Via @carolaocubo)"
8963952016,2010-02-12 00:00:00 +0000,"Num avião estavam 4 romanos e um inglês, qual o nome da aeromoça? R: Ivone #PN_Difícil"
9011853717,2010-02-12 00:00:00 +0000,Qual é a palavra com 7 letras que eu tiro 5 letras e fica com 11? R: ABACAXI (Tire as 5 primeiras).
9030561672,2010-02-12 00:00:00 +0000,Um nerd ñ sabe o sexo dos 3 melhores amigos pois eles usam nicknames neutros. (Via @Papagoiaba)
9058087292,2010-02-13 00:00:00 +0000,O que é um presidiário jogando ácido nas barras da prisão? Uma reação em cadeia.Pra quê? Transformar uma cadeia fechada em uma aberta.
9058111315,2010-02-13 00:00:00 +0000,Comunicado PiadasNerds: Favor não retuitar essa última piada para José Roberto Arruda. Obrigado.
9100578217,2010-02-14 00:00:00 +0000,Por que a mãe do Newton ganhava todos os concursos de beleza? R: Porque ela teve um ótimo FÍSICO! #PN_Física
9143157370,2010-02-15 00:00:00 +0000,"Por que na Argentina as Vacas vivem olhando pro céu? R: Porque tem ""Boi nos Ares"" #PN_Geografia"
9149708910,2010-02-15 00:00:00 +0000,Nerd que é Nerd quando ouve a palavra SAMBA pensa em como acessar a rede Windows via protocolo SMB do Linux! #carnavalnerd (Via @jonnyken)
9155864236,2010-02-15 00:00:00 +0000,"Na apuração nerd, não tem o quesito ""evolução"" e sim ""upgrade""! #carnavalnerd (Via @jonnyken)"
9160907087,2010-02-16 00:00:00 +0000,"Apuração nerd, quesito bateria: motorola: 7! iPhone 8! Nokia: Dez! #carnavalnerd (Via @jonnyken)"
9167636746,2010-02-16 00:00:00 +0000,"""bela imagem, não?"" ""qual? Da passista?"" ""não, 1080 linhas full HD da Globo"" #carnavalnerd (Via @jonnyken)"
9180682337,2010-02-16 00:00:00 +0000,“Eu sou do tempo que paradinha da bateria era usar o Startac por 3 horas seguidas!” #carnavalnerd (Via @jonnyken)
9183787030,2010-02-16 00:00:00 +0000,"Marchnhas: ""Se a Na'vi fosse amarela... ôôôô... Pandora... Jake Suly pintava ela... ôôôô... Pandora"" #carnavalnerd (Via @jonnyken)"
9185747339,2010-02-16 00:00:00 +0000,"Marchinha: ""O HD do servidor não sobre mais (2x) Pra ferrar eu perdi muita coisa, o backup é de um ano atrás"" #carnavalnerd (via @jonnyken)"
9188015714,2010-02-16 00:00:00 +0000,Marchinha: Ô tuiteira pq estas tão triste?Mas o q foi q te aconteceu? O servidor está congestionado ou retuitaram um typo teu? #carnavalnerd
9188049567,2010-02-16 00:00:00 +0000,"Marchinha: Trocaram o monitor da minha sogra, botaram um monitor de LCD. Sabe o q aconteceu?A véia derrubou e a tela escureceu #carnavalnerd"
9188050556,2010-02-16 00:00:00 +0000,"Marchinha: E eu me pergunto com que nick, com que nick, eu vou. Ao chat que você me convidou... #carnavalnerd"
9188088008,2010-02-16 00:00:00 +0000,"Marchinha: Se vc pensa que ipad é iphone, ipad não é iphone não. Iphone faz telefonema, e ipad não cabe na mão. #carnavalnerd"
9190326087,2010-02-16 00:00:00 +0000,"Marchinha: ""Eu mato, eu mato, quem invadiu meu IIS pra provar que ele é fraco..."" #carnavalnerd (Via @jonnyken)"
